Name,RA,DEC,S,pmax,SZcat,ACT,PSZ2,Priority
ComPACT_G313.89766.567,197.20833,4.06667,31,0.9824658632278442,SZ_G313.94+66.61,ACT-CL J1308.7+0404,,1
ComPACT_G323.99057.512,204.00833,-3.525,38,0.9793967008590698,SZ_G323.97+57.47,,,1
ComPACT_G229.57733.406,139.69167,2.19167,41,0.9952883720397948,SZ_G229.53+33.40,ACT-CL J0918.7+0211,,1
ComPACT_G104.118-73.674,7.55,-11.58333,25,0.9812286496162416,SZ_G103.97-73.68,,,3
ComPACT_G336.676-55.430,341.525,-52.69167,27,0.974394917488098,SZ_G336.64-55.47,,PSZ2 G336.60-55.43,2
ComPACT_G12.17768.785,213.71667,18.11667,67,0.9996851682662964,SZ_G012.25+68.82,ACT-CL J1414.8+1807,,1
ComPACT_G243.316-50.905,57.79167,-39.625,56,0.9992690682411194,SZ_G243.35-50.94,ACT-CL J0351.1-3937,PSZ2 G243.34-50.92,1
ComPACT_G176.211-77.166,23.71667,-19.05,34,0.9584230184555054,SZ_G176.08-77.14,,,1
ComPACT_G256.052-37.436,76.0,-49.48333,47,0.9910064339637756,SZ_G256.03-37.47,ACT-CL J0503.9-4929,,1
ComPACT_G9.84169.385,212.73333,17.69167,53,0.9972795844078064,SZ_G009.76+69.35,ACT-CL J1410.9+1741,,1
ComPACT_G27.328-45.329,323.55,-22.66667,25,0.9934914708137512,SZ_G027.27-45.34,ACT-CL J2134.1-2239,,3
ComPACT_G292.208-73.599,16.99167,-43.18333,22,0.9686766266822816,SZ_G292.12-73.63,ACT-CL J0107.9-4311,,3
ComPACT_G354.554-33.819,304.63333,-45.46667,24,0.9417965412139891,SZ_G354.51-33.80,,,3
ComPACT_G77.205-65.457,355.33333,-9.01667,64,0.9996711015701294,SZ_G077.28-65.49,ACT-CL J2341.2-0901,PSZ2 G077.20-65.45,1
ComPACT_G5.700-43.826,318.84167,-37.55833,33,0.8383424282073975,SZ_G005.65-43.80,,,1
ComPACT_G266.087-32.092,85.0,-57.74167,45,0.9984694123268129,SZ_G266.04-32.07,ACT-CL J0539.9-5744,,1
ComPACT_G22.971-48.926,326.59167,-26.41667,48,0.9988622665405272,SZ_G023.04-48.92,ACT-CL J2146.3-2624,,1
ComPACT_G243.867-33.536,80.35,-39.29167,43,0.9941650032997132,SZ_G243.85-33.58,ACT-CL J0521.3-3917,,1
ComPACT_G336.772-68.027,355.90833,-44.38333,30,0.9897105097770692,SZ_G336.89-68.03,,,2
ComPACT_G252.779-60.307,44.04167,-42.73333,48,0.9980748891830444,SZ_G252.72-60.34,ACT-CL J0256.1-4243,,1
ComPACT_G153.043-58.236,28.175,1.00833,80,0.9998821020126344,SZ_G153.05-58.28,ACT-CL J0152.6+0100,PSZ2 G153.00-58.26,1
ComPACT_G238.91439.755,149.14167,-0.46667,29,0.8826742768287659,SZ_G238.89+39.72,,,2
ComPACT_G348.19353.229,218.025,-0.55833,28,0.978559672832489,SZ_G348.26+53.21,,,2
ComPACT_G262.117-30.846,86.94167,-54.3,28,0.9938191771507264,SZ_G262.13-30.89,,,2
ComPACT_G258.80051.878,167.38333,-2.04167,28,0.9941427111625672,SZ_G258.78+51.84,,,2
ComPACT_G24.50841.997,241.59167,12.01667,23,0.963329553604126,SZ_G024.45+41.99,,,3
ComPACT_G123.693-57.811,13.26667,5.05833,36,0.9814120531082152,SZ_G123.61-57.80,,,1
ComPACT_G162.468-72.009,24.49167,-12.80833,51,0.9207686185836792,SZ_G162.54-71.97,,PSZ2 G162.49-71.98,1
ComPACT_G194.936-20.260,76.59167,5.74167,32,0.9691649079322816,SZ_G194.96-20.22,,,1
ComPACT_G205.81331.050,128.64167,19.25,27,0.9073982238769532,SZ_G205.86+31.04,,,2
ComPACT_G350.788-26.291,293.08333,-47.50833,26,0.989543318748474,SZ_G350.75-26.32,,,2
ComPACT_G13.63466.548,216.05833,17.53333,36,0.9538632035255432,SZ_G013.57+66.58,,,1
ComPACT_G193.558-45.434,54.66667,-6.75833,31,0.9875438213348388,SZ_G193.50-45.41,,,1
ComPACT_G155.197-37.372,39.475,18.74167,22,0.8863810896873474,SZ_G155.17-37.33,,,3
ComPACT_G251.21656.847,167.35,4.6,35,0.996096670627594,SZ_G251.28+56.88,ACT-CL J1109.3+0435,,1
ComPACT_G178.032-36.692,54.45,7.80833,39,0.9959502220153807,SZ_G178.00-36.66,,,1
ComPACT_G356.920-68.341,350.56667,-38.09167,84,0.9996683597564696,SZ_G356.99-68.38,ACT-CL J2322.2-3805,,1
ComPACT_G239.283-26.004,88.35833,-33.70833,80,0.9999276399612428,SZ_G239.28-26.05,ACT-CL J0553.4-3342,PSZ2 G239.27-26.01,1
ComPACT_G202.046-20.406,79.84167,-0.08333,31,0.932647466659546,SZ_G202.06-20.36,,,1
ComPACT_G322.14965.857,200.61667,4.15,68,0.9989676475524902,SZ_G322.24+65.84,ACT-CL J1322.4+0408,,1
ComPACT_G110.774-55.927,6.04167,6.3,31,0.9960753321647644,SZ_G110.75-55.97,,,1
ComPACT_G4.101-66.654,347.425,-36.06667,22,0.968636155128479,SZ_G004.21-66.65,,,3
ComPACT_G195.076-32.358,66.38333,-0.775,42,0.9939194917678832,SZ_G195.10-32.40,ACT-CL J0425.5-0046,,1
ComPACT_G235.394-60.060,46.84167,-34.39167,58,0.999626874923706,SZ_G235.40-60.10,ACT-CL J0307.3-3423,,1
ComPACT_G356.22962.828,214.64167,9.36667,34,0.9876154661178588,SZ_G356.29+62.86,ACT-CL J1418.6+0921,,1
ComPACT_G35.49736.353,250.43333,17.6,43,0.8718165159225464,SZ_G035.55+36.35,,,1
ComPACT_G189.616-28.696,66.84167,5.16667,24,0.9743966460227966,SZ_G189.62-28.65,,,3
ComPACT_G208.188-23.949,79.375,-6.76667,28,0.9935100674629213,SZ_G208.17-23.91,,,2
ComPACT_G212.284-39.914,66.0,-16.55,25,0.9014343023300172,SZ_G212.23-39.94,,,3
ComPACT_G37.843-20.828,303.61667,-5.21667,26,0.9740654826164246,SZ_G037.88-20.80,,,2
ComPACT_G221.672-58.188,48.75833,-27.30833,65,0.9996846914291382,SZ_G221.66-58.23,ACT-CL J0315.0-2718,,1
ComPACT_G31.839-63.652,343.65,-24.59167,30,0.993767023086548,SZ_G031.79-63.61,,,2
ComPACT_G9.78639.816,237.80833,1.33333,47,0.9958958625793456,SZ_G009.84+39.81,,,1
ComPACT_G96.991-60.364,0.36667,-0.03333,27,0.992340087890625,SZ_G096.91-60.39,ACT-CL J0001.4-0002,,2
ComPACT_G23.134-58.707,337.45833,-27.925,25,0.983263373374939,SZ_G023.05-58.71,ACT-CL J2229.8-2755,,3
ComPACT_G25.160-78.643,0.08333,-28.08333,42,0.97880882024765,SZ_G025.00-78.67,ACT-CL J0000.3-2805,PSZ2 G025.07-78.64,1
ComPACT_G196.611-31.517,67.78333,-1.44167,24,0.932454228401184,SZ_G196.57-31.54,,,3
ComPACT_G236.785-48.304,61.16667,-35.44167,55,0.9991068243980408,SZ_G236.83-48.34,ACT-CL J0404.6-3526,,1
ComPACT_G243.23857.467,164.88333,8.21667,52,0.9865649938583374,SZ_G243.23+57.42,,,1
ComPACT_G146.368-49.415,28.125,10.65833,23,0.9596630930900574,SZ_G146.37-49.46,,,3
ComPACT_G76.176-33.449,333.88333,14.91667,27,0.9294288158416748,SZ_G076.20-33.49,,,2
ComPACT_G2.34859.590,219.075,9.44167,43,0.8686707019805908,SZ_G002.43+59.61,,,1
ComPACT_G228.38838.607,143.66667,5.69167,87,0.999893307685852,SZ_G228.38+38.56,ACT-CL J0934.6+0541,PSZ2 G228.38+38.58,1
ComPACT_G10.81338.684,239.19167,1.34167,25,0.9523362517356871,SZ_G010.77+38.66,,,3
ComPACT_G23.23058.129,226.025,17.94167,31,0.8249819874763489,SZ_G023.27+58.09,,,1
ComPACT_G190.678-32.574,64.16667,2.20833,21,0.892082154750824,SZ_G190.72-32.60,,,3
ComPACT_G210.644-44.623,60.95833,-17.15833,25,0.9891674518585204,SZ_G210.58-44.62,,PSZ2 G210.57-44.61,3
ComPACT_G192.682-28.568,68.45833,3.00833,29,0.9931561350822448,SZ_G192.70-28.61,,,2
ComPACT_G221.003-22.274,85.975,-16.76667,29,0.9639330506324768,SZ_G220.96-22.29,,,2
ComPACT_G115.480-74.244,10.8,-11.49167,50,0.9992412328720092,SZ_G115.39-74.28,ACT-CL J0043.1-1129,,1
ComPACT_G9.99254.499,225.725,9.775,39,0.9355376958847046,SZ_G010.04+54.53,,,1
ComPACT_G324.56764.975,201.85,3.625,60,0.993488907814026,SZ_G324.54+65.02,ACT-CL J1327.3+0337,,1
ComPACT_G150.794-59.815,26.45,0.08333,42,0.8663467168807983,SZ_G150.86-59.84,,,1
ComPACT_G217.11115.657,118.68333,3.475,22,0.9884536862373352,SZ_G217.09+15.62,,,3
ComPACT_G29.77632.159,252.50833,11.60833,24,0.9152360558509828,SZ_G029.79+32.20,,,3
ComPACT_G14.772-62.561,341.70833,-32.175,62,0.9957006573677064,SZ_G014.70-62.53,ACT-CL J2246.7-3210,PSZ2 G014.72-62.49,1
ComPACT_G251.075-78.159,24.08333,-33.99167,41,0.9963536262512208,SZ_G251.29-78.17,ACT-CL J0136.2-3359,PSZ2 G251.13-78.15,1
ComPACT_G66.547-32.428,327.34167,9.86667,33,0.9945921301841736,SZ_G066.58-32.46,ACT-CL J2149.3+0951,,1
ComPACT_G140.521-40.891,26.93333,20.05,42,0.99334055185318,SZ_G140.47-40.92,,,1
ComPACT_G116.528-44.508,8.05833,18.125,74,0.9999359846115112,SZ_G116.47-44.50,ACT-CL J0032.2+1808,PSZ2 G116.50-44.47,1
ComPACT_G19.73961.894,221.66667,17.85,22,0.9402294754981996,SZ_G019.73+61.85,ACT-CL J1446.6+1750,,3
ComPACT_G227.17954.793,157.65,14.25833,64,0.9996178150177002,SZ_G227.19+54.75,ACT-CL J1030.5+1415,PSZ2 G227.21+54.79,1
ComPACT_G179.723-16.344,71.45833,19.84167,40,0.9212519526481628,SZ_G179.76-16.37,,,1
ComPACT_G337.065-66.011,353.78333,-45.73333,80,0.9996505975723268,SZ_G337.13-66.05,ACT-CL J2335.1-4544,PSZ2 G337.12-66.02,1
ComPACT_G343.660-63.228,348.15833,-45.30833,60,0.9813288450241088,SZ_G343.59-63.26,,,1
ComPACT_G229.018-46.026,63.21667,-29.95833,23,0.835639476776123,SZ_G228.95-46.03,,,3
ComPACT_G231.77731.488,139.05,-0.4,56,0.9993225336074828,SZ_G231.81+31.45,ACT-CL J0916.1-0024,PSZ2 G231.79+31.48,1
ComPACT_G136.450-45.051,22.79167,16.775,30,0.9784711003303528,SZ_G136.41-45.02,,,2
ComPACT_G84.806-58.679,354.13333,-1.46667,77,0.9778653383255004,SZ_G084.79-58.64,,,1
ComPACT_G12.34734.189,243.60833,-0.15,49,0.9956464171409608,SZ_G012.37+34.23,ACT-CL J1614.4-0007,,1
ComPACT_G203.60622.613,119.6,17.96667,46,0.9976146221160888,SZ_G203.60+22.57,ACT-CL J0758.3+1757,,1
ComPACT_G353.346-26.464,294.05,-45.30833,68,0.9991924166679382,SZ_G353.36-26.51,,PSZ2 G353.36-26.49,1
ComPACT_G326.351-67.341,359.8,-47.34167,30,0.9320087432861328,SZ_G326.24-67.35,,,2
ComPACT_G231.738-70.561,34.59167,-31.7,70,0.9987963438034058,SZ_G231.71-70.61,ACT-CL J0218.3-3142,PSZ2 G231.74-70.59,1
ComPACT_G140.936-52.540,23.825,8.79167,65,0.9976716637611388,SZ_G140.93-52.58,ACT-CL J0135.2+0847,PSZ2 G140.90-52.52,1
ComPACT_G263.994-42.554,66.51667,-54.91667,50,0.9992685914039612,SZ_G264.05-42.53,ACT-CL J0426.0-5455,,1
ComPACT_G323.31663.680,201.75,2.225,91,0.9987949132919312,SZ_G323.30+63.64,ACT-CL J1327.0+0212,PSZ2 G323.30+63.66,1
ComPACT_G167.635-31.985,51.5,17.15833,29,0.997500479221344,SZ_G167.59-32.00,ACT-CL J0325.9+1709,,2
ComPACT_G355.412-25.385,293.19167,-43.25,28,0.988243043422699,SZ_G355.43-25.43,,,2
ComPACT_G180.679-74.118,26.94167,-17.975,27,0.9518244862556458,SZ_G180.84-74.12,,,2
ComPACT_G48.929-67.120,349.58333,-18.95,55,0.997646152973175,SZ_G049.03-67.14,ACT-CL J2318.3-1857,,1
ComPACT_G17.87036.840,243.74167,5.06667,53,0.999451220035553,SZ_G017.86+36.80,ACT-CL J1614.9+0504,,1
ComPACT_G201.723-38.899,63.425,-8.725,24,0.9619104266166688,SZ_G201.67-38.90,,,3
ComPACT_G208.390-20.225,82.8,-5.25,24,0.9544960856437684,SZ_G208.37-20.26,,,3
ComPACT_G239.40847.960,155.91667,4.18333,70,0.9999923706054688,SZ_G239.44+47.92,ACT-CL J1023.6+0411,PSZ2 G239.43+47.95,1
ComPACT_G7.82562.897,217.96667,13.525,41,0.9879531860351562,SZ_G007.92+62.88,ACT-CL J1431.8+1331,,1
ComPACT_G309.143-72.527,10.25,-44.475,64,0.9991818070411682,SZ_G309.14-72.57,ACT-CL J0040.9-4428,,1
ComPACT_G244.657-62.906,42.41667,-38.25,65,0.9410879611968994,SZ_G244.74-62.93,ACT-CL J0249.4-3815,,1
ComPACT_G225.32148.321,151.19167,12.33333,32,0.987038791179657,SZ_G225.35+48.36,,,1
ComPACT_G27.66861.125,223.88333,21.09167,21,0.9343191385269164,SZ_G027.71+61.17,,,3
ComPACT_G178.071-42.365,50.28333,3.93333,41,0.964918315410614,SZ_G178.07-42.41,,,1
ComPACT_G239.061-63.459,42.45,-35.66667,36,0.9409306049346924,SZ_G239.13-63.42,,,1
ComPACT_G348.072-26.594,292.775,-49.95,22,0.8923392295837402,SZ_G348.02-26.61,,,3
ComPACT_G280.261-53.827,38.68333,-58.51667,69,0.9989840388298036,SZ_G280.21-53.86,ACT-CL J0234.7-5831,PSZ2 G280.23-53.84,1
ComPACT_G352.840-49.307,326.95833,-46.00833,25,0.9076430797576904,SZ_G352.86-49.26,,,3
ComPACT_G229.00058.859,161.85833,15.24167,37,0.9773359298706056,SZ_G228.95+58.90,,,1
ComPACT_G2.248-77.448,359.99167,-32.94167,27,0.989400327205658,SZ_G002.05-77.43,ACT-CL J2359.9-3256,,2
ComPACT_G212.65426.904,127.05833,12.13333,39,0.965691328048706,SZ_G212.61+26.92,,,1
ComPACT_G245.488-53.822,53.8,-40.6,80,0.9827925562858582,SZ_G245.45-53.86,ACT-CL J0335.1-4036,,1
ComPACT_G288.66859.720,185.71667,-2.35833,42,0.9898561239242554,SZ_G288.60+59.75,,,1
ComPACT_G69.514-29.056,326.51667,14.01667,32,0.9816837310791016,SZ_G069.50-29.10,ACT-CL J2146.0+1400,PSZ2 G069.47-29.06,1
ComPACT_G96.041-71.233,4.35833,-10.15833,24,0.9454750418663024,SZ_G096.01-71.28,,,3
ComPACT_G10.538-56.935,335.09167,-34.55,25,0.9874452352523804,SZ_G010.49-56.90,,,3
ComPACT_G341.81151.905,215.7,-3.93333,34,0.9855207800865172,SZ_G341.88+51.91,,,1
ComPACT_G328.136-67.797,359.31667,-46.59167,22,0.9183160066604614,SZ_G328.12-67.84,,,3
ComPACT_G255.76253.239,166.825,0.18333,28,0.9635695219039916,SZ_G255.70+53.21,,,2
ComPACT_G242.948-35.066,78.25,-38.78333,61,0.9978931546211244,SZ_G243.00-35.09,ACT-CL J0512.9-3847,,1
ComPACT_G204.023-60.662,43.70833,-19.26667,22,0.8943712711334229,SZ_G204.11-60.65,,,3
ComPACT_G181.875-15.511,73.48333,18.69167,22,0.8736391663551331,SZ_G181.91-15.48,,,3
ComPACT_G227.52860.970,163.475,16.85,35,0.9899120926856996,SZ_G227.43+60.98,ACT-CL J1053.8+1650,,1
ComPACT_G31.49644.509,241.3,17.68333,55,0.9657471179962158,SZ_G031.46+44.55,,,1
ComPACT_G39.78517.099,270.4,13.625,36,0.9873045086860656,SZ_G039.77+17.06,,,1
ComPACT_G227.95953.862,157.01667,13.425,22,0.8215224742889404,SZ_G228.04+53.86,,,3
ComPACT_G208.827-20.024,83.16667,-5.525,34,0.9448537230491638,SZ_G208.87-20.01,,,1
ComPACT_G337.267-36.053,308.55,-59.6,41,0.991664469242096,SZ_G337.26-36.01,ACT-CL J2034.1-5936,,1
ComPACT_G214.321-53.125,53.24167,-22.19167,29,0.9899532198905944,SZ_G214.40-53.12,,,2
ComPACT_G274.437-87.998,13.95,-28.88333,50,0.9970332384109496,SZ_G273.66-88.04,ACT-CL J0055.8-2852,,1
ComPACT_G350.68265.141,211.24167,9.33333,54,0.9733526110649108,SZ_G350.78+65.16,,,1
ComPACT_G230.73727.722,135.38333,-1.65,58,0.9915788173675536,SZ_G230.76+27.68,ACT-CL J0901.5-0139,PSZ2 G230.73+27.70,1
ComPACT_G254.883-20.781,100.325,-45.89167,26,0.8717541098594666,SZ_G254.84-20.80,,,2
ComPACT_G126.833-59.086,14.86667,3.725,48,0.9927181005477904,SZ_G126.92-59.09,ACT-CL J0059.4+0343,,1
ComPACT_G276.49259.695,179.875,-0.48333,34,0.9833984375,SZ_G276.56+59.73,,,1
ComPACT_G318.922-66.819,3.325,-49.10833,68,0.9999080896377563,SZ_G318.89-66.86,ACT-CL J0013.3-4906,,1
ComPACT_G220.06442.529,144.2,13.10833,31,0.8044455051422119,SZ_G220.12+42.51,,,1
ComPACT_G282.37665.182,184.36667,3.675,26,0.913718581199646,SZ_G282.47+65.16,,,2
ComPACT_G213.485-34.315,71.76667,-15.31667,51,0.9992371797561646,SZ_G213.53-34.34,,,1
ComPACT_G261.54274.255,182.15833,14.93333,53,0.9993984699249268,SZ_G261.69+74.23,ACT-CL J1208.6+1455,,1
ComPACT_G228.714-24.483,86.56667,-24.15833,24,0.9879077076911926,SZ_G228.76-24.46,,,3
ComPACT_G15.987-44.071,320.15833,-30.23333,23,0.948082447052002,SZ_G015.96-44.03,,,3
ComPACT_G287.936-64.595,23.09167,-51.325,21,0.9809488654136658,SZ_G287.83-64.60,,,3
ComPACT_G251.86764.899,173.275,10.11667,56,0.9984275102615356,SZ_G251.78+64.92,ACT-CL J1133.0+1006,,1
ComPACT_G150.506-38.158,35.61667,19.79167,25,0.986506462097168,SZ_G150.56-38.13,,,3
ComPACT_G230.490-46.723,62.59167,-31.06667,33,0.991762399673462,SZ_G230.48-46.77,,,1
ComPACT_G148.635-53.916,27.74167,5.95833,36,0.9928638339042664,SZ_G148.60-53.96,,,1
ComPACT_G238.438-50.167,58.89167,-36.55833,66,0.9991886019706726,SZ_G238.44-50.21,ACT-CL J0355.5-3633,,1
ComPACT_G316.70565.701,198.49167,3.43333,30,0.9780152440071106,SZ_G316.75+65.74,,,2
ComPACT_G357.340-33.489,304.55,-43.125,24,0.9886828064918518,SZ_G357.32-33.53,,,3
ComPACT_G209.466-27.242,76.90833,-9.25833,44,0.976586103439331,SZ_G209.47-27.20,ACT-CL J0507.6-0915,,1
ComPACT_G202.328-33.691,68.29167,-6.7,21,0.8681703805923462,SZ_G202.28-33.67,,,3
ComPACT_G18.88428.655,251.25,1.66667,55,0.9990829229354858,SZ_G018.90+28.61,ACT-CL J1644.9+0139,,1
ComPACT_G169.110-29.740,54.05833,17.99167,24,0.8611024022102356,SZ_G169.12-29.78,,,3
ComPACT_G179.096-68.551,31.10833,-14.075,22,0.9814017415046692,SZ_G179.18-68.52,,,3
ComPACT_G250.669-27.270,90.05833,-43.875,35,0.9962738752365112,SZ_G250.71-27.30,ACT-CL J0600.2-4352,,1
ComPACT_G294.703-74.098,15.925,-42.83333,60,0.99730384349823,SZ_G294.65-74.14,ACT-CL J0103.6-4250,,1
ComPACT_G56.947-55.088,340.84167,-9.59167,65,0.9999610185623168,SZ_G056.98-55.13,ACT-CL J2243.3-0935,PSZ2 G056.93-55.08,1
ComPACT_G12.51363.644,218.46667,15.70833,23,0.878401517868042,SZ_G012.57+63.68,,,3
ComPACT_G219.157-24.968,82.7,-16.25833,24,0.9735615253448486,SZ_G219.16-25.01,,,3
ComPACT_G223.06557.330,159.01667,17.41667,21,0.94375479221344,SZ_G222.99+57.35,,,3
ComPACT_G2.356-69.446,350.95833,-35.86667,28,0.9839558005332948,SZ_G002.37-69.49,,,2
ComPACT_G47.722-60.141,342.74167,-16.4,35,0.9888063669204712,SZ_G047.79-60.17,ACT-CL J2250.9-1624,PSZ2 G047.73-60.15,1
ComPACT_G27.78935.984,248.25833,11.73333,35,0.9499314427375792,SZ_G027.84+35.96,,,1
ComPACT_G248.18477.508,182.05833,19.51667,32,0.9526109099388124,SZ_G248.08+77.55,,,1
ComPACT_G190.978-65.869,36.125,-16.26667,66,0.9972731471061708,SZ_G191.05-65.91,ACT-CL J0224.5-1615,,1
ComPACT_G286.10357.071,183.775,-4.60833,22,0.9902140498161316,SZ_G286.07+57.11,,,3
ComPACT_G91.247-74.108,4.35833,-13.36667,22,0.8720576763153076,SZ_G091.36-74.07,,,3
ComPACT_G352.185-77.670,1.50833,-34.71667,47,0.9957380294799804,SZ_G352.39-77.69,ACT-CL J0005.9-3443,PSZ2 G352.28-77.66,1
ComPACT_G228.72656.861,159.95833,14.44167,30,0.9925031661987304,SZ_G228.81+56.88,,,2
ComPACT_G248.51542.591,155.96667,-4.16667,22,0.9691784977912904,SZ_G248.54+42.63,,,3
ComPACT_G102.066-43.909,357.34167,16.43333,26,0.973861038684845,SZ_G102.09-43.95,,,2
ComPACT_G210.34921.051,120.725,11.60833,28,0.982965648174286,SZ_G210.39+21.02,ACT-CL J0802.8+1136,,2
ComPACT_G115.219-70.080,10.21667,-7.36667,29,0.904434084892273,SZ_G115.32-70.05,,,2
ComPACT_G212.958-32.789,73.04167,-14.31667,30,0.981346845626831,SZ_G212.92-32.82,,,2
ComPACT_G203.502-67.165,37.125,-21.325,56,0.933651864528656,SZ_G203.47-67.12,,,1
ComPACT_G151.448-64.450,24.775,-4.25,35,0.994111716747284,SZ_G151.56-64.46,ACT-CL J0139.0-0415,,1
ComPACT_G207.09132.087,130.075,18.6,44,0.9726721048355104,SZ_G207.09+32.13,,,1
ComPACT_G270.33169.420,181.79167,9.4,68,0.9989534616470336,SZ_G270.45+69.40,ACT-CL J1207.1+0923,PSZ2 G270.37+69.42,1
ComPACT_G57.189-73.799,357.19167,-19.625,75,0.9998958110809326,SZ_G057.26-73.84,,,1
ComPACT_G275.09358.400,178.69167,-1.375,34,0.9089722037315368,SZ_G275.17+58.37,,,1
ComPACT_G32.760-45.743,325.225,-19.175,77,0.9993895292282104,SZ_G032.73-45.78,,,1
ComPACT_G207.548-41.795,62.75833,-13.98333,21,0.969882071018219,SZ_G207.49-41.81,,,3
ComPACT_G19.706-57.876,336.30833,-29.63333,25,0.9797357320785522,SZ_G019.63-57.90,,,3
ComPACT_G232.628-71.959,32.91667,-31.76667,23,0.9624543786048888,SZ_G232.78-71.95,,,3
ComPACT_G233.09042.241,148.65833,4.55833,34,0.9831111431121826,SZ_G233.15+42.24,,,1
ComPACT_G53.663-34.476,322.41667,0.09167,67,0.9986989498138428,SZ_G053.66-34.52,ACT-CL J2129.6+0005,PSZ2 G053.64-34.48,1
ComPACT_G0.588-75.942,358.54167,-33.91667,25,0.9314144253730774,SZ_G000.66-75.99,,,3
ComPACT_G72.968-33.669,332.03333,12.925,36,0.9888076186180116,SZ_G072.99-33.71,,,1
ComPACT_G252.229-50.617,57.075,-45.24167,80,0.999461829662323,SZ_G252.28-50.65,ACT-CL J0348.2-4514,PSZ2 G252.23-50.62,1
ComPACT_G245.552-84.333,18.375,-30.075,22,0.8847159147262573,SZ_G245.67-84.38,,,3
ComPACT_G340.039-28.444,293.96667,-57.275,22,0.9807610511779784,SZ_G340.09-28.44,,,3
ComPACT_G146.897-64.315,23.01667,-3.35,31,0.9277481436729432,SZ_G146.92-64.27,,,1
ComPACT_G228.77547.724,151.775,10.01667,26,0.9784351587295532,SZ_G228.78+47.68,,,2
ComPACT_G219.39659.424,160.325,19.975,40,0.9960075616836548,SZ_G219.32+59.39,ACT-CL J1041.2+1958,,1
ComPACT_G129.478-52.684,16.88333,9.98333,30,0.9953725934028624,SZ_G129.50-52.73,ACT-CL J0107.5+0958,,2
ComPACT_G222.96352.820,154.69167,15.64167,30,0.8899252414703369,SZ_G222.89+52.80,,,2
ComPACT_G53.147-23.379,312.88333,5.81667,21,0.977106511592865,SZ_G053.17-23.42,,,3
ComPACT_G356.10470.996,208.50833,14.91667,33,0.9682193398475648,SZ_G356.04+70.95,ACT-CL J1354.0+1454,PSZ2 G356.05+70.99,1
ComPACT_G166.035-49.585,39.23333,4.25,44,0.9648261666297911,SZ_G166.11-49.58,,,1
ComPACT_G292.00275.679,190.1,13.04167,35,0.8792153596878052,SZ_G291.89+75.64,,,1
ComPACT_G111.028-63.440,7.56667,-1.05833,21,0.9160861372947692,SZ_G111.13-63.45,,,3
ComPACT_G252.93681.876,186.16667,21.75,24,0.931267261505127,SZ_G252.73+81.84,,,3
ComPACT_G222.772-33.710,75.225,-22.30833,21,0.8623279929161072,SZ_G222.71-33.71,,,3
ComPACT_G38.872-46.947,328.00833,-15.68333,29,0.9889074563980104,SZ_G038.82-46.92,,PSZ2 G038.95-46.90,2
ComPACT_G333.24056.626,208.99167,-2.4,28,0.9504967331886292,SZ_G333.16+56.64,,,2
ComPACT_G208.346-46.392,58.61667,-16.325,40,0.8528927564620972,SZ_G208.40-46.42,,,1
ComPACT_G0.22360.255,217.86667,9.05,21,0.970101237297058,SZ_G000.31+60.27,,,3
ComPACT_G254.98552.143,165.75,-0.33333,24,0.8370910286903381,SZ_G254.94+52.10,,,3
ComPACT_G350.953-36.078,307.65833,-48.55833,34,0.98721444606781,SZ_G350.95-36.03,,,1
ComPACT_G27.03626.991,256.16667,7.20833,49,0.9975905418395996,SZ_G027.05+26.94,ACT-CL J1704.6+0712,,1
ComPACT_G109.138-43.854,2.45,17.9,28,0.9375625252723694,SZ_G109.20-43.85,,,2
ComPACT_G157.852-85.497,15.66667,-23.40833,43,0.9970898032188416,SZ_G157.61-85.45,ACT-CL J0102.6-2324,,1
ComPACT_G259.06582.182,187.05,21.375,21,0.9804584980010986,SZ_G259.14+82.14,,,3
ComPACT_G174.011-45.520,45.975,3.80833,23,0.9727349877357484,SZ_G173.96-45.49,,,3
ComPACT_G332.157-63.023,352.98333,-49.35,68,0.976909637451172,SZ_G332.06-63.00,,,1
ComPACT_G252.88949.765,163.175,-1.20833,22,0.8570787906646729,SZ_G252.82+49.75,,,3
ComPACT_G58.979-47.004,334.975,-3.84167,63,0.9989919066429138,SZ_G059.05-46.99,ACT-CL J2219.8-0350,,1
ComPACT_G197.847-32.573,67.41667,-2.88333,43,0.9902756214141846,SZ_G197.80-32.60,ACT-CL J0429.6-0253,,1
ComPACT_G175.405-21.442,64.51667,19.75,32,0.9074225425720216,SZ_G175.45-21.42,,,1
ComPACT_G228.21355.103,158.21667,13.875,73,0.9992237091064452,SZ_G228.29+55.08,ACT-CL J1032.8+1352,PSZ2 G228.29+55.08,1
ComPACT_G144.402-63.166,22.375,-1.89167,26,0.9348257184028624,SZ_G144.41-63.21,,,2
ComPACT_G341.30656.314,213.0,-0.43333,22,0.9588934779167176,SZ_G341.25+56.35,,,3
ComPACT_G295.71361.311,189.4,-1.36667,30,0.9812140464782716,SZ_G295.81+61.31,,,2
ComPACT_G205.31318.173,116.01667,14.73333,44,0.888173520565033,SZ_G205.27+18.15,,,1
ComPACT_G1.990-55.511,333.90833,-39.41667,25,0.9562861323356628,SZ_G002.02-55.47,,,3
ComPACT_G342.87282.592,197.95833,21.35833,31,0.9960278272628784,SZ_G342.81+82.64,,,1
ComPACT_G325.35456.440,205.06667,-4.29167,49,0.9993059635162354,SZ_G325.43+56.42,,,1
