Name,RA,DEC,S,pmax,SZcat,ACT,PSZ2,Priority
ComPACT_G323.130-52.949,348.16667,-60.13333,23,0.9445354342460632,SZ_G323.08-52.97,,,3
ComPACT_G3.441-71.044,352.66667,-35.0,24,0.8684396147727966,SZ_G003.54-71.02,,,3
ComPACT_G79.342-37.722,338.76667,13.35,71,0.999916672706604,SZ_G079.39-37.73,ACT-CL J2235.0+1321,,1
ComPACT_G58.863-21.532,314.33333,11.225,25,0.983288586139679,SZ_G058.89-21.56,,,3
ComPACT_G32.75019.710,265.1,8.69167,51,0.9983514547348022,SZ_G032.78+19.69,,PSZ2 G032.77+19.69,1
ComPACT_G299.423-57.317,16.61667,-59.70833,47,0.996369481086731,SZ_G299.39-57.35,ACT-CL J0106.4-5942,PSZ2 G299.38-57.32,1
ComPACT_G168.968-63.063,32.05,-7.275,32,0.9827538728713988,SZ_G169.01-63.10,ACT-CL J0208.2-0716,,1
ComPACT_G64.736-15.808,312.94167,19.09167,26,0.958798885345459,SZ_G064.78-15.81,,,2
ComPACT_G228.77826.087,133.075,-1.01667,58,0.9942505359649658,SZ_G228.74+26.09,ACT-CL J0852.2-0101,,1
ComPACT_G244.612-81.937,20.875,-31.13333,44,0.989141583442688,SZ_G244.45-81.91,ACT-CL J0123.4-3108,,1
ComPACT_G253.75268.133,176.11667,11.91667,21,0.9369087815284728,SZ_G253.71+68.10,,,3
ComPACT_G37.75431.874,255.525,17.71667,26,0.9830232262611388,SZ_G037.79+31.89,,,2
ComPACT_G159.176-77.633,20.46667,-16.95833,21,0.915407657623291,SZ_G159.16-77.60,,,3
ComPACT_G358.058-87.509,10.53333,-28.53333,78,0.9986831545829772,SZ_G358.75-87.53,ACT-CL J0042.1-2832,PSZ2 G358.21-87.49,1
ComPACT_G33.68639.286,247.025,17.325,46,0.985858142375946,SZ_G033.73+39.31,ACT-CL J1628.0+1718,,1
ComPACT_G334.64455.886,210.025,-2.7,42,0.9964116215705872,SZ_G334.58+55.90,ACT-CL J1400.0-0241,,1
ComPACT_G212.987-84.033,19.55833,-26.975,71,0.9996308088302612,SZ_G212.71-84.06,ACT-CL J0118.2-2658,PSZ2 G212.82-84.04,1
ComPACT_G241.121-28.680,85.74167,-35.99167,75,0.999147891998291,SZ_G241.11-28.72,ACT-CL J0542.9-3559,PSZ2 G241.11-28.68,1
ComPACT_G243.093-73.859,29.75833,-34.21667,99,0.999528169631958,SZ_G243.18-73.89,ACT-CL J0159.0-3413,PSZ2 G243.15-73.84,1
ComPACT_G45.48917.760,272.075,18.86667,52,0.9957597851753236,SZ_G045.48+17.80,,PSZ2 G045.47+17.80,1
ComPACT_G204.18215.424,112.96667,14.58333,45,0.9786322712898254,SZ_G204.15+15.40,,,1
ComPACT_G252.27579.002,183.83333,19.875,24,0.9885882139205932,SZ_G252.09+79.02,,,3
ComPACT_G34.666-65.945,346.39167,-23.91667,26,0.9727291464805604,SZ_G034.61-65.98,,,2
ComPACT_G58.555-49.424,336.75833,-5.50833,57,0.9992948770523072,SZ_G058.54-49.39,ACT-CL J2227.0-0530,,1
ComPACT_G336.615-19.229,275.76667,-58.15,21,0.914608895778656,SZ_G336.58-19.21,,,3
ComPACT_G214.764-59.008,47.125,-23.925,34,0.9693882465362548,SZ_G214.69-59.01,,,1
ComPACT_G198.802-57.551,45.55,-15.55833,60,0.9962024092674256,SZ_G198.80-57.59,ACT-CL J0302.1-1533,PSZ2 G198.80-57.57,1
ComPACT_G225.681-56.653,50.78333,-29.26667,37,0.9973968267440796,SZ_G225.72-56.68,ACT-CL J0323.1-2916,,1
ComPACT_G271.668-70.830,26.30833,-42.88333,60,0.989625871181488,SZ_G271.56-70.81,ACT-CL J0145.1-4252,,1
ComPACT_G28.72548.312,236.85833,17.28333,62,0.9998441934585572,SZ_G028.68+48.34,ACT-CL J1547.3+1717,,1
ComPACT_G208.621-74.391,30.06667,-24.90833,60,0.9993128776550292,SZ_G208.52-74.42,ACT-CL J0200.2-2454,PSZ2 G208.61-74.39,1
ComPACT_G11.18655.816,224.98333,11.06667,53,0.9210339784622192,SZ_G011.19+55.78,,,1
ComPACT_G18.624-83.110,5.25,-28.625,46,0.9951480031013488,SZ_G018.45-83.14,ACT-CL J0021.0-2837,PSZ2 G018.64-83.11,1
ComPACT_G160.234-61.273,29.825,-3.41667,42,0.9836222529411316,SZ_G160.27-61.31,ACT-CL J0159.2-0324,,1
ComPACT_G235.68268.087,171.75,17.13333,59,0.9848810434341432,SZ_G235.73+68.12,ACT-CL J1127.0+1707,,1
ComPACT_G331.25276.418,199.48333,15.025,43,0.9974430799484252,SZ_G331.09+76.42,ACT-CL J1317.9+1501,,1
ComPACT_G18.153-60.018,338.725,-30.55833,68,0.9990991353988647,SZ_G018.16-60.06,ACT-CL J2234.8-3033,PSZ2 G018.18-60.00,1
ComPACT_G184.592-58.035,41.04167,-9.39167,55,0.9995375871658324,SZ_G184.53-58.02,ACT-CL J0244.1-0923,,1
ComPACT_G1.58453.029,223.89167,4.925,42,0.9981983304023744,SZ_G001.55+52.99,,,1
ComPACT_G87.392-34.576,342.3,19.725,66,0.9986905455589294,SZ_G087.41-34.61,,PSZ2 G087.39-34.58,1
ComPACT_G231.489-44.786,64.95,-31.48333,25,0.970775306224823,SZ_G231.44-44.77,,,3
ComPACT_G347.312-69.060,353.58333,-40.78333,30,0.8678249716758728,SZ_G347.42-69.05,,,2
ComPACT_G268.52654.998,173.925,-2.73333,22,0.9704223275184632,SZ_G268.54+55.04,,,3
ComPACT_G4.25446.742,229.85,2.25833,22,0.8367882370948792,SZ_G004.21+46.72,,,3
ComPACT_G328.41757.391,206.28333,-2.8,52,0.9995232820510864,SZ_G328.35+57.38,ACT-CL J1345.0-0248,,1
ComPACT_G140.245-40.988,26.69167,20.01667,26,0.948439598083496,SZ_G140.21-41.01,,,2
ComPACT_G17.63961.768,221.34167,16.9,29,0.9479886889457704,SZ_G017.67+61.73,,,2
ComPACT_G127.122-68.906,14.375,-6.08333,34,0.9740737080574036,SZ_G127.05-68.93,,,1
ComPACT_G238.099-19.020,95.75,-30.425,53,0.9970765113830566,SZ_G238.14-19.02,,,1
ComPACT_G205.305-39.679,63.99167,-11.55,56,0.9973055124282836,SZ_G205.31-39.72,ACT-CL J0415.9-1132,,1
ComPACT_G25.902-38.899,316.575,-21.78333,25,0.9676629304885864,SZ_G025.86-38.92,,,3
ComPACT_G210.16944.712,143.55833,20.56667,24,0.8308177590370178,SZ_G210.19+44.75,,,3
ComPACT_G19.85756.340,226.94167,15.54167,43,0.975957214832306,SZ_G019.79+56.33,,,1
ComPACT_G232.953-20.071,92.65833,-26.275,47,0.998865842819214,SZ_G232.93-20.11,,,1
ComPACT_G343.08675.014,202.81667,15.34167,35,0.9849003553390504,SZ_G342.98+75.04,,,1
ComPACT_G27.48228.731,254.775,8.34167,23,0.8029620051383972,SZ_G027.47+28.69,,,3
ComPACT_G310.76375.021,194.925,12.275,27,0.9631041288375854,SZ_G310.88+75.00,,,2
ComPACT_G251.33656.269,166.99167,4.14167,24,0.9885263442993164,SZ_G251.31+56.23,ACT-CL J1107.9+0408,,3
ComPACT_G259.995-18.428,105.99167,-49.66667,55,0.998890459537506,SZ_G259.98-18.47,,PSZ2 G259.98-18.44,1
ComPACT_G207.221-20.353,82.18333,-4.33333,26,0.944397509098053,SZ_G207.18-20.34,,,2
ComPACT_G227.523-84.705,18.68333,-28.34167,62,0.9996228218078612,SZ_G227.54-84.74,ACT-CL J0114.7-2820,PSZ2 G227.61-84.72,1
ComPACT_G15.379-24.168,298.21667,-25.56667,47,0.9989809393882751,SZ_G015.36-24.13,,,1
ComPACT_G11.214-40.354,315.16667,-33.10833,30,0.983858287334442,SZ_G011.16-40.35,,,2
ComPACT_G274.93359.480,179.06667,-0.35833,56,0.9965740442276,SZ_G274.94+59.44,,,1
ComPACT_G78.388-47.199,344.25,5.53333,65,0.9584317803382874,SZ_G078.41-47.23,,PSZ2 G078.36-47.22,1
ComPACT_G255.453-55.667,49.39167,-45.70833,25,0.9293813109397888,SZ_G255.38-55.66,,,3
ComPACT_G236.635-45.785,64.24167,-35.19167,39,0.9858128428459167,SZ_G236.59-45.81,,,1
ComPACT_G24.36252.698,231.51667,16.4,50,0.9863858222961426,SZ_G024.42+52.68,,,1
ComPACT_G134.513-54.683,19.58333,7.58333,25,0.9959949254989624,SZ_G134.47-54.65,,,3
ComPACT_G261.295-36.480,77.33333,-53.7,67,0.9987481832504272,SZ_G261.28-36.52,ACT-CL J0509.3-5342,PSZ2 G261.28-36.47,1
ComPACT_G339.624-69.349,356.19167,-42.71667,64,0.9999916553497314,SZ_G339.70-69.38,ACT-CL J2344.7-4243,PSZ2 G339.63-69.34,1
ComPACT_G61.393-74.611,358.56667,-19.09167,45,0.9980493783950806,SZ_G061.54-74.60,,,1
ComPACT_G229.33626.719,133.875,-1.11667,36,0.995961368083954,SZ_G229.35+26.76,ACT-CL J0855.4-0106,,1
ComPACT_G14.82759.479,222.78333,14.61667,57,0.9946553707122804,SZ_G014.81+59.44,ACT-CL J1451.1+1436,,1
ComPACT_G221.14755.784,157.09167,17.79167,30,0.8994754552841187,SZ_G221.10+55.75,,,2
ComPACT_G147.648-59.804,25.0,0.71667,35,0.9719218611717224,SZ_G147.69-59.77,,,1
ComPACT_G259.048-36.186,77.91667,-51.9,27,0.9443596601486206,SZ_G259.01-36.22,ACT-CL J0511.6-5154,,2
ComPACT_G285.57872.730,187.69167,10.55833,81,0.9999133348464966,SZ_G285.70+72.71,ACT-CL J1230.7+1033,PSZ2 G285.63+72.75,1
ComPACT_G34.95625.009,261.09167,12.78333,24,0.9698954224586488,SZ_G034.94+24.97,,,3
ComPACT_G81.109-30.451,335.16667,19.91667,48,0.9557222127914428,SZ_G081.15-30.47,,,1
ComPACT_G14.37840.686,239.025,4.73333,38,0.9935438632965088,SZ_G014.35+40.72,,,1
ComPACT_G342.318-34.929,305.84167,-55.59167,91,0.9987668991088868,SZ_G342.36-34.95,ACT-CL J2023.3-5535,PSZ2 G342.33-34.93,1
ComPACT_G213.949-33.587,72.61667,-15.39167,25,0.9423136711120604,SZ_G213.90-33.60,,,3
ComPACT_G232.716-36.895,74.225,-30.975,38,0.8737675547599792,SZ_G232.71-36.94,,,1
ComPACT_G144.767-66.942,21.275,-5.50833,42,0.9915251135826112,SZ_G144.80-66.98,ACT-CL J0125.0-0530,,1
ComPACT_G58.373-28.444,319.75833,6.83333,27,0.9904760122299194,SZ_G058.36-28.48,,,2
ComPACT_G144.845-39.500,30.74167,20.30833,26,0.9788722395896912,SZ_G144.89-39.52,,,2
ComPACT_G181.430-44.732,50.14167,0.54167,29,0.9922524094581604,SZ_G181.42-44.77,ACT-CL J0320.5+0032,PSZ2 G181.44-44.76,2
ComPACT_G22.06947.419,235.825,12.84167,27,0.986627161502838,SZ_G022.09+47.38,,,2
ComPACT_G302.946-65.495,12.85,-51.63333,30,0.9899444580078124,SZ_G302.98-65.53,,,2
ComPACT_G304.27471.434,193.29167,8.56667,32,0.9505358338356018,SZ_G304.36+71.46,,,1
ComPACT_G31.40053.876,231.925,20.75,65,0.999466598033905,SZ_G031.42+53.84,,,1
ComPACT_G202.451-43.270,59.74167,-11.225,25,0.9537277817726136,SZ_G202.43-43.31,,,3
ComPACT_G243.114-44.660,65.90833,-39.7,25,0.9778192639350892,SZ_G243.09-44.62,,,3
ComPACT_G252.493-46.001,63.55,-46.2,26,0.9911842942237854,SZ_G252.53-46.03,ACT-CL J0414.2-4612,,2
ComPACT_G244.222-34.279,79.45833,-39.7,26,0.9444577693939208,SZ_G244.27-34.27,,,2
ComPACT_G18.936-33.643,309.275,-25.58333,74,0.9998310804367064,SZ_G018.90-33.67,,PSZ2 G018.92-33.64,1
ComPACT_G198.472-23.667,75.36667,1.175,45,0.9940047860145568,SZ_G198.46-23.70,ACT-CL J0501.4+0110,PSZ2 G198.47-23.69,1
ComPACT_G219.78522.307,125.76667,4.29167,42,0.9687319993972778,SZ_G219.79+22.35,,,1
ComPACT_G210.293-24.429,79.8,-8.7,32,0.9485242366790771,SZ_G210.32-24.40,,,1
ComPACT_G275.939-72.093,23.8,-42.66667,24,0.9833773374557496,SZ_G276.06-72.11,ACT-CL J0135.1-4240,,3
ComPACT_G51.152-76.391,358.89167,-22.19167,26,0.9884700775146484,SZ_G050.98-76.40,,,2
ComPACT_G256.301-50.890,55.78333,-47.675,26,0.9872277975082396,SZ_G256.35-50.92,,,2
ComPACT_G329.576-54.692,345.01667,-56.29167,37,0.9880496859550476,SZ_G329.54-54.72,ACT-CL J2300.0-5617,PSZ2 G329.53-54.73,1
