name,RA,DEC,pmax,S,Priority,z,zType,zSource,zCluster,zCluster_err,zCluster_delta,zZazn,zZazn_err,zZazn_sig1,zZazn_sig2,M500,e_M500,E_M500,mSource,Mact,e_Mact,E_Mact,Mplanck,e_Mplanck,E_Mplanck
ComPACT_G283.042-81.314,16.46667,-35.25,0.996593177318573,39,1,0.603,phot,ACT-MCMF,0.5800000000000001,0.1575257934931166,9.132344952610769,0.5839,0.0511308922180746,1.0,0.981,6.212642291161645,5.270964340276984,7.073709414554672,PSZ-MCMF,4.780071177204645,1.9881665912455644,1.5214397319874162,4.549414615562263,2.471264223092056,1.677709736433072
ComPACT_G272.389+59.841,178.06667,0.525,0.9983610510826112,55,1,0.463,spec,MaDCoWS_II,0.46,0.1455618091771837,14.067230558220876,0.4624,0.0472086727569368,1.0,0.991,5.403476503583507,1.0453537875236203,0.8759021983576332,ACTDR6,5.082289121986928,1.4304887533446506,1.1899173470349924,5.205892370864458,1.3470168917975311,1.113824147474552
ComPACT_G133.647-46.129,20.56667,16.1,0.9987720847129822,59,1,0.599,spec,ACT-MCMF,0.5800000000000001,0.1575257934931166,10.306892545882976,0.5834,0.0511147513972468,1.0,0.991,6.6112263766753285,1.2138637614290937,1.02556366452213,ACTDR6,6.390298549925998,2.18875647237529,1.75268285201051,4.180724939664616,3.230066404795579,1.8547170654141705
ComPACT_G53.867-20.915,311.16667,7.71667,0.9769310355186462,21,3,,,,0.48,0.1475558065631725,0.7259406128308867,,,,,,,,,,,,,,
ComPACT_G91.735-61.775,358.66667,-2.39167,0.909646213054657,36,1,,,,0.18,0.1176458457733402,0.4356448494058036,,,,,,,,,,,,,,
ComPACT_G269.249-82.115,18.1,-33.59167,0.937548577785492,24,3,0.121,spec,RASS-MCMF,0.15,0.114654849694357,0.1664446486318163,,,,,0.973513,,,RASS-MCMF,,,,,,
ComPACT_G227.843+38.970,143.76667,6.24167,0.9999301433563232,68,1,0.366,spec,REDMAPPER-DES-SDSS,0.74,0.1734777725810271,4.48341010905305,0.7716,0.0571901563568034,1.0,0.993,3.970986,0.939305,1.089517,ComPRASS,4.720865290060278,1.858501272585356,1.4430141278401087,4.862261777848082,1.667778829095178,1.300675247493246
ComPACT_G75.270-78.201,3.66667,-18.89167,0.994510531425476,25,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G164.125-38.670,44.825,13.76667,0.8169733285903931,28,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G159.411-40.622,40.60833,14.25833,0.9972366094589232,65,1,0.256,spec,ACTDR6,0.27,0.1266188340102899,8.938423784768826,0.2613,0.0407168346200249,1.0,0.994,5.260000228881836,0.6499999761581421,0.7300000190734863,PSZ2,6.325474266215165,0.8638884933096938,0.7876048169907363,6.350307343706676,0.95513743054495,0.8529236649490063
ComPACT_G65.871-69.624,355.25,-15.00833,0.988386332988739,28,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G315.600+68.013,197.59167,5.60833,0.98294198513031,35,1,,,,0.5700000000000001,0.1565287948001222,0.8257218513134272,,,,,,,,,,,,,,
ComPACT_G273.892+55.655,176.93333,-3.58333,0.9697002172470092,22,3,,,,0.67,0.1664987817300663,0.8493056656022029,,,,,,,,,,,,,,
ComPACT_G349.851+60.339,214.15,5.475,0.839492917060852,24,3,,,,0.47,0.1465588078701781,1.1462002810184289,,,,,,,,,,,,,,
ComPACT_G255.567-60.538,43.00833,-43.90833,0.9409127831459044,22,3,0.237,phot,PSZ-MCMF,0.23,0.1226308392383123,6.43181754449073,0.2385,0.0399808131902805,0.998,0.934,3.4019952189447973,2.6336505188320807,4.0808530778809775,PSZ-MCMF,0.667274854538269,0.7483910634345308,1.3053181926837365,,,
ComPACT_G217.757-31.525,75.86667,-17.59167,0.9616014361381532,27,2,,,,0.49,0.1485528052561669,0.6097500274027086,,,,,,,,,,,,,,
ComPACT_G254.144-34.466,80.43333,-47.85833,0.937253475189209,33,1,,,,0.18,0.1176458457733402,0.277200537762978,,,,,,,,,,,,,,
ComPACT_G260.748+59.893,173.13333,3.65,0.927506685256958,40,1,0.319,phot,ACTDR6,0.6,0.1595197908791054,1.3149284460873836,,,,,2.578345627340413,0.6962035355373187,0.5481833535869356,ACTDR6,,,,3.988543335023844,0.9911101782813024,0.8254388609862969
ComPACT_G219.574+45.189,146.54167,14.53333,0.9621539115905762,27,2,0.8,phot,zCluster,0.8,0.1794597647389936,3.780533333651806,,,,,,,,,,,,,,
ComPACT_G247.193-33.727,80.65,-42.05833,0.940994679927826,22,3,0.49,phot,ACTDR6,0.48,0.1475558065631725,2.094511946619982,0.4989,0.0483869526773609,0.994,0.967,2.964470921587804,0.6827006633049606,0.5549084317555631,ACTDR6,2.287712902788152,2.5655802583619702,1.4374985952698534,3.389458026664114,2.3460182015671744,1.431282564716155
ComPACT_G148.550-86.982,14.29167,-24.4,0.9954829216003418,38,1,,,,0.2,0.119639843159329,0.2916350369119795,,,,,,,,,,,,,,
ComPACT_G108.218-60.036,5.56667,2.0,0.946964144706726,36,1,,,,0.21,0.1206368418523234,1.0444256956210074,,,,,,,,,,,,,,
ComPACT_G132.757-50.519,19.225,11.86667,0.9640413522720336,47,1,0.527,spec,REDMAPPER-DES-SDSS,0.49,0.1485528052561669,14.553255939789244,0.5304,0.0494038243895077,1.0,0.998,5.392289212715895,1.0654575161710187,0.8896686897546281,ACTDR6,5.317276804330211,1.3016940681679838,1.1077099878871035,6.072405935391482,1.0074192628389256,0.889619113754985
ComPACT_G16.678-31.009,305.85,-26.64167,0.9805588126182556,25,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G106.074-41.546,359.54167,19.575,0.9850654006004332,32,1,0.494,spec,ACT-MCMF,0.49,0.1485528052561669,5.397687599106158,0.5083,0.0486904001089222,0.988,0.968,4.023096556926822,0.8958169593905919,0.7326736103421088,ACTDR6,,,,,,
ComPACT_G190.550-22.454,72.50833,7.99167,0.9892902970314026,28,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G337.250-17.724,273.575,-57.03333,0.9963462948799132,31,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G210.440-55.022,50.575,-20.575,0.9794395565986632,24,3,,,,0.45,0.1445648104841893,1.2996264977355412,,,,,,,,,,,,,,
ComPACT_G207.360+28.517,126.675,17.075,0.945854425430298,21,3,,,,0.52,0.1515438013351501,0.8366582334497421,,,,,,,,,,,,,,
ComPACT_G85.065-48.211,348.5,7.36667,0.9570600986480712,25,3,,,,0.6,0.1595197908791054,2.058076195085969,,,,,,,,,,,,,,
ComPACT_G138.073-76.857,16.375,-14.4,0.9835931658744812,35,1,,,,0.5800000000000001,0.1575257934931166,0.8843466776614939,,,,,,,,,,,,,,
ComPACT_G67.356-60.026,348.25,-8.25833,0.961341142654419,23,3,0.493,phot,REDMAPPER-DES-SDSS,0.49,0.1485528052561669,10.37944932264983,0.5175,0.0489873912121524,0.998,0.976,4.01665951600844,1.6940615804394774,2.528266078524304,yact,4.01665951600844,2.528266078524304,1.6940615804394774,3.708915349200871,2.425491902087088,1.5217009964355
ComPACT_G216.258-36.976,70.05,-18.39167,0.9998098015785216,59,1,0.928,phot,RASS-MCMF,0.79,0.1784627660459992,9.787893616812555,,,,,6.727148678396036,5.578847158053603,7.773696967458896,PSZ-MCMF,7.710464452444572,2.2594913855818524,1.865154617071166,7.512151677884704,1.7209912283689262,1.4529788565719
ComPACT_G29.724-47.566,326.375,-21.725,0.9210714101791382,22,3,0.31,phot,RASS-MCMF,,,,,,,,5.449999809265137,0.5600000023841858,0.6200000047683716,PSZ2,4.999587783530279,1.0766297993448932,0.9340703159033876,5.0988083475093084,1.0619600668976112,0.9098598493988956
ComPACT_G44.075-47.930,330.45,-12.9,0.8204593658447266,24,3,,,,0.52,0.1515438013351501,1.342058765311409,,,,,,,,,,,,,,
ComPACT_G215.625-34.668,72.11667,-17.08333,0.9749497175216676,27,2,0.96,phot,ACTDR5,,,,,,,,6.303473886221564,1.13163150103859,0.9593958987918336,ACTDR6,7.456043781530123,1.8359125435847712,1.560526412352135,,,
ComPACT_G279.485+81.407,189.25,19.2,0.9891118407249452,42,1,0.21,spec,REDMAPPER-DES-SDSS,0.21,0.1206368418523234,4.254361963687914,0.2309,0.0397354727136991,0.994,0.978,2.634159475634401,0.7089639848187135,0.5586165813453444,ACTDR6,3.745857954820047,0.8496199761315437,0.7309416949929106,,,
ComPACT_G61.545-48.265,337.03333,-3.24167,0.9936524629592896,39,1,,,,0.15,0.114654849694357,0.7529806923668028,,,,,,,,,,,,,,
ComPACT_G220.012+50.926,152.125,16.55,0.8306623101234436,22,3,,,,0.78,0.1774657673530048,1.681250337655392,,,,,,,,,,,,,,
ComPACT_G328.068+70.185,201.24167,8.96667,0.8335073590278625,26,2,0.65,phot,zCluster,0.65,0.1645047843440774,3.1969272834059312,,,,,,,,,,,,,,
ComPACT_G15.042-66.057,345.81667,-31.85,0.9654216766357422,25,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G233.701-40.284,70.49167,-32.38333,0.9926726222038268,25,3,,,,0.16,0.1156518483873514,0.3356139902225823,,,,,,,,,,,,,,
ComPACT_G173.168-75.116,24.78333,-17.125,0.9671698212623596,27,2,,,,0.15,0.114654849694357,0.2562051647818639,,,,,,,,,,,,,,
ComPACT_G190.423-20.800,73.83333,9.00833,0.9382883310317992,30,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G46.268-31.116,316.29167,-3.43333,0.9976346492767334,34,1,0.867,phot,ACT-MCMF,0.34,0.1335978248612508,1.646287759996695,,,,,5.801981739716647,1.046330581276229,0.8864652547551294,ACTDR6,7.359246006784346,2.125209752610066,1.75903658465832,5.03578763947074,3.8758244936541,2.2305814641304256
ComPACT_G245.225-45.243,65.13333,-41.19167,0.8484857082366943,22,3,,,,0.16,0.1156518483873514,0.6887791160046999,,,,,,,,,,,,,,
ComPACT_G249.391+52.695,163.65833,2.41667,0.9421198964118958,61,1,,,,0.43,0.1425708130982004,0.8857694464086487,,,,,,,,,,,,,,
ComPACT_G153.580-39.703,37.11667,17.325,0.9968928098678588,81,1,0.1985,phot,zaznobin,0.21,0.1206368418523234,5.464967793947978,0.1985,0.0386895475240624,0.999,0.986,5.090366107390233,0.6991021254338963,0.7728578610205875,yact,5.090366107390233,0.7728578610205875,0.6991021254338963,3.868994684133297,0.7792921453060919,0.6709315265850437
ComPACT_G89.513-47.945,350.91667,9.15,0.9975200295448304,45,1,0.199,spec,MCXC2,0.2,0.119639843159329,2.9932358700924864,0.2036,0.0388541838965052,0.999,0.966,3.538279,0.784882,0.885742,ComPRASS,4.452602514839747,0.5166192284733244,0.4773974215399775,4.446139303146051,0.5015504168937156,0.4603262602844856
ComPACT_G9.856+77.510,205.225,21.7,0.990210771560669,25,3,,,,0.3,0.1296098300892731,0.512212044481454,,,,,,,,,,,,,,
ComPACT_G270.732+73.429,183.89167,12.84167,0.9514811635017396,40,1,0.6813,phot,zaznobin,0.62,0.1615137882650942,5.645717675565388,0.6813,0.0542751241153159,0.995,0.992,5.770554122583428,1.5108156540339788,1.864609739422095,yact,5.770554122583428,1.864609739422095,1.5108156540339788,3.380956597026308,3.379035115583536,2.107472512247949
ComPACT_G214.862-51.598,54.925,-22.08333,0.9794675707817078,32,1,0.266,phot,ACTDR6,0.24,0.1236278379313067,6.380825721289307,0.2602,0.0406813248142039,0.995,0.969,3.75653008159921,2.814110380419235,4.565394496209089,PSZ-MCMF,3.5432921715427725,1.039354434567808,0.85888008017463,,,
ComPACT_G232.411+47.691,153.01667,7.9,0.948137104511261,23,3,,,,0.64,0.1635077856510831,0.8486713447341787,,,,,,,,,,,,,,
ComPACT_G348.527+77.411,202.28333,18.01667,0.8887709975242615,36,1,,,,0.49,0.1485528052561669,1.3116279834400228,,,,,,,,,,,,,,
ComPACT_G127.508-43.279,16.39167,19.46667,0.9537495970726012,49,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G45.194+15.649,273.99167,17.75833,0.9280530214309692,42,1,0.126,spec,PSZ2,,,,,,,,2.740000009536743,0.3799999952316284,0.4000000059604645,PSZ2,,,,3.1133937641367107,0.4207942790820881,0.3799438658067125
ComPACT_G24.801+20.211,261.25,2.25833,0.9637494087219238,25,3,0.385,phot,ACTDR6,,,,,,,,3.1941141670457798,0.7519088664461387,0.6086337414299388,ACTDR6,,,,3.8658361681122426,0.830563440031855,0.7083037154048988
ComPACT_G337.344-61.332,348.55833,-48.79167,0.9986833930015564,73,1,0.364,phot,ACT-MCMF,0.36,0.1355918222472396,12.05257416251964,0.3689,0.0441903392621518,0.999,0.994,4.325062316459728,3.4349237196556714,5.120774053733699,PSZ-MCMF,0.2593378093031666,0.2892357112871594,2.440075237512416,,,
ComPACT_G229.786+40.174,145.575,5.56667,0.9833569526672364,26,2,0.384,spec,ACTDR6,0.4,0.1395798170192172,7.865754419081444,,,,,3.3109452188119763,0.7596785681251462,0.6179038532225656,ACTDR6,5.806001035389783,1.2358640679233406,1.0726937058914563,5.448398680999007,1.1249013054535906,0.96502423891587
ComPACT_G150.702-56.301,27.86667,3.3,0.9459719657897948,24,3,,,,0.25,0.1246248366243011,0.8367456277935219,,,,,,,,,,,,,,
